Date,Open,High,Low,Close,Adj_Close,Volume,USD_Index,CPI,Yield_10Y,headline_count,avg_sentiment,std_sentiment,gold_return,gold_rolling_short,gold_rolling_long,gold_lag_1,usd_index_lag_1,sentiment_lag_1,gold_lag_7,usd_index_lag_7,sentiment_lag_7,gold_lag_30,usd_index_lag_30,sentiment_lag_30
2014-01-16,1239.3,1242.8,1239.0,1240.0,1240.0,48.0,80.9,236.468,2.86,1,-0.2023,0.0,0.001534609482271243,1239.357142857143,1252.54,1238.1,81.0,-0.5104500000000001,1229.4,80.83,0.0,1225.0,80.63,-0.4404
2014-01-17,1239.7,1254.3,1239.7,1251.7,1251.7,101.0,81.26,236.468,2.84,0,0.0,0.0,0.00943548387096782,1243.1285714285716,1252.54,1240.0,80.9,-0.2023,1225.3,81.04,0.0,1225.0,80.63,-0.4404
2014-01-21,1256.4,1257.5,1240.0,1242.3,1242.3,224.0,81.1,236.468,2.85,0,0.0,0.0,-0.007509786690101494,1244.9857142857143,1252.54,1251.7,81.26,0.0,1229.3,81.01,0.128,1225.0,80.63,-0.4404
2014-01-22,1241.7,1242.0,1239.0,1239.0,1239.0,58.0,81.17,236.468,2.87,1,0.3182,0.0,-0.0026563631972953416,1243.8857142857141,1252.54,1242.3,81.1,0.0,1246.7,80.66,0.0,1225.0,80.63,-0.4404
2014-01-23,1235.2,1264.2,1235.2,1262.6,1262.6,40.0,80.44,236.468,2.79,2,-0.24695,0.3492400392280358,0.01904761904761898,1245.5571428571427,1252.54,1239.0,81.17,0.3182,1250.9,80.51,-0.27115,1225.0,80.63,-0.4404
2014-01-24,1258.3,1269.4,1258.3,1264.5,1264.5,38.0,80.46,236.468,2.75,0,0.0,0.0,0.0015048313004910607,1248.314285714286,1252.54,1262.6,80.44,-0.24695,1245.2,80.61,0.0,1225.0,80.63,-0.4404
2014-01-27,1259.8,1264.4,1254.4,1263.6,1263.6,92.0,80.5,236.468,2.78,1,0.6369,0.0,-0.000711743772242035,1251.9571428571428,1252.54,1264.5,80.46,0.0,1238.1,81.0,-0.5104500000000001,1225.0,80.63,-0.4404
2014-01-28,1257.9,1258.4,1251.0,1251.0,1251.0,20.0,80.57,236.468,2.77,0,0.0,0.0,-0.009971509971509862,1253.5285714285712,1252.54,1263.6,80.5,0.6369,1240.0,80.9,-0.2023,1225.0,80.63,-0.4404
2014-01-29,1262.2,1262.2,1262.2,1262.2,1262.2,137028.0,80.51,236.468,2.69,2,0.0,0.0,0.008952837729816254,1255.0285714285715,1252.54,1251.0,80.57,0.0,1251.7,81.26,0.0,1225.0,80.63,-0.4404
2014-01-30,1267.0,1267.7,1237.5,1242.2,1242.2,45276.0,81.09,236.468,2.72,1,-0.4019,0.0,-0.015845349389954078,1255.0142857142857,1252.54,1262.2,80.51,0.0,1242.3,81.1,0.0,1225.0,80.63,-0.4404
2014-01-31,1243.6,1254.5,1238.4,1240.1,1240.1,5820.0,81.27,236.468,2.67,0,0.0,0.0,-0.001690549025921917,1255.1714285714284,1252.54,1242.2,81.09,-0.4019,1239.0,81.17,0.3182,1225.0,80.63,-0.4404
2014-02-03,1242.4,1266.3,1241.2,1260.4,1260.4,2914.0,81.01,236.468,2.61,1,-0.1027,0.0,0.01636964760906401,1254.857142857143,1252.54,1240.1,81.27,0.0,1262.6,80.44,-0.24695,1225.0,80.63,-0.4404
2014-02-04,1258.4,1260.7,1247.8,1251.7,1251.7,1745.0,81.12,236.468,2.64,1,0.0,0.0,-0.006902570612503989,1253.0285714285715,1252.54,1260.4,81.01,-0.1027,1264.5,80.46,0.0,1225.0,80.63,-0.4404
2014-02-05,1254.0,1273.7,1253.1,1257.3,1257.3,1616.0,81.03,236.468,2.7,0,0.0,0.0,0.0044739154749540155,1252.1285714285714,1252.54,1251.7,81.12,0.0,1263.6,80.5,0.6369,1225.0,80.63,-0.4404
2014-02-06,1258.0,1267.0,1253.5,1257.6,1257.6,274.0,80.89,236.468,2.73,2,0.50935,0.1803829398806883,0.00023860653781904162,1253.0714285714287,1252.54,1257.3,81.03,0.0,1251.0,80.57,0.0,1225.0,80.63,-0.4404
2014-02-07,1258.3,1271.4,1257.9,1263.3,1263.3,436.0,80.69,236.468,2.71,0,0.0,0.0,0.004532442748091725,1253.2285714285715,1252.54,1257.6,80.89,0.50935,1262.2,80.51,0.0,1225.0,80.63,-0.4404
2014-02-10,1269.6,1277.3,1265.7,1274.8,1274.8,742.0,80.67,236.468,2.7,0,0.0,0.0,0.009103142563128275,1257.8857142857144,1252.54,1263.3,80.69,0.0,1242.2,81.09,-0.4019,1225.0,80.63,-0.4404
2014-02-11,1274.0,1292.0,1273.8,1290.1,1290.1,562.0,80.63,236.468,2.75,1,0.0,0.0,0.01200188264825841,1265.0285714285712,1252.54,1274.8,80.67,0.0,1240.1,81.27,0.0,1225.0,80.63,-0.4404
2014-02-12,1290.5,1296.2,1285.5,1295.3,1295.3,140.0,80.68,236.468,2.8,0,0.0,0.0,0.004030695294938491,1270.0142857142857,1252.54,1290.1,80.63,0.0,1260.4,81.01,-0.1027,1225.0,80.63,-0.4404
2014-02-13,1293.3,1303.5,1287.5,1300.4,1300.4,877.0,80.29,236.468,2.73,0,0.0,0.0,0.003937311819655731,1276.9714285714285,1252.54,1295.3,80.68,0.0,1251.7,81.12,0.0,1225.0,80.63,-0.4404
2014-02-14,1301.7,1320.7,1301.7,1319.0,1319.0,308.0,80.13,236.468,2.75,2,-0.2221,0.6341333613680958,0.014303291294986087,1285.7857142857142,1255.6733333333332,1300.4,80.29,0.0,1257.3,81.03,0.0,1225.0,80.63,-0.4404
2014-02-18,1322.9,1330.6,1313.9,1324.7,1324.7,373.0,80.01,236.468,2.71,0,0.0,0.0,0.004321455648218286,1295.3714285714286,1258.55,1319.0,80.13,-0.2221,1257.6,80.89,0.50935,1238.4,80.79,0.0
2014-02-19,1318.3,1321.6,1309.1,1320.6,1320.6,193.0,80.17,236.468,2.73,0,0.0,0.0,-0.0030950403865026566,1303.5571428571427,1261.3100000000002,1324.7,80.01,0.0,1263.3,80.69,0.0,1237.8,80.65,0.743
2014-02-20,1310.7,1323.5,1309.6,1317.1,1317.1,116.0,80.29,236.468,2.76,0,0.0,0.0,-0.002650310464940131,1309.6000000000001,1264.2333333333333,1320.6,80.17,0.0,1274.8,80.67,0.0,1229.4,80.83,0.0
2014-02-21,1320.0,1328.3,1317.4,1323.9,1323.9,171.0,80.24,236.468,2.73,0,0.0,0.0,0.005162857793637565,1314.4285714285713,1267.52,1317.1,80.29,0.0,1290.1,80.63,0.0,1225.3,81.04,0.0
2014-02-24,1324.3,1339.0,1321.4,1338.3,1338.3,93.0,80.21,236.468,2.75,0,0.0,0.0,0.010876954452753163,1320.5714285714287,1271.1533333333334,1323.9,80.24,0.0,1295.3,80.68,0.0,1229.3,81.01,0.128
2014-02-25,1336.4,1343.9,1333.1,1343.0,1343.0,290.0,80.15,236.468,2.7,0,0.0,0.0,0.0035119181050586867,1326.6571428571428,1274.3633333333335,1338.3,80.21,0.0,1300.4,80.29,0.0,1246.7,80.66,0.0
2014-02-26,1341.2,1342.0,1325.6,1328.2,1328.2,485.0,80.41,236.468,2.67,1,0.802,0.0,-0.011020104244229278,1327.9714285714285,1276.9399999999998,1343.0,80.15,0.0,1319.0,80.13,-0.2221,1250.9,80.51,-0.27115
2014-02-27,1329.3,1335.0,1324.6,1331.6,1331.6,369.0,80.29,236.468,2.65,0,0.0,0.0,0.0025598554434571597,1328.957142857143,1279.82,1328.2,80.41,0.802,1324.7,80.01,0.0,1245.2,80.61,0.0
2014-02-28,1329.8,1332.6,1321.1,1321.4,1321.4,239.0,79.78,236.468,2.66,1,-0.296,0.0,-0.00765995794532881,1329.0714285714287,1282.5966666666668,1331.6,80.29,0.0,1320.6,80.17,0.0,1238.1,81.0,-0.5104500000000001
2014-03-03,1335.9,1354.1,1332.9,1350.1,1350.1,232.0,80.07,236.468,2.6,1,0.2023,0.0,0.021719388527319472,1333.7857142857142,1286.2666666666667,1321.4,79.78,-0.296,1317.1,80.29,0.0,1240.0,80.9,-0.2023
2014-03-04,1350.4,1350.4,1332.2,1337.8,1337.8,80.0,80.16,236.468,2.7,0,0.0,0.0,-0.009110436263980448,1335.7714285714285,1289.1366666666665,1350.1,80.07,0.2023,1323.9,80.24,0.0,1251.7,81.26,0.0
2014-03-05,1334.8,1341.0,1334.8,1340.2,1340.2,32.0,80.11,236.468,2.7,0,0.0,0.0,0.0017939901330543684,1336.0428571428572,1292.4,1337.8,80.16,0.0,1338.3,80.21,0.0,1242.3,81.1,0.0
2014-03-06,1338.0,1351.7,1333.3,1351.7,1351.7,59.0,79.68,236.468,2.74,0,0.0,0.0,0.008580808834502296,1337.2857142857142,1296.1566666666668,1340.2,80.11,0.0,1343.0,80.15,0.0,1239.0,81.17,0.3182
2014-03-07,1349.5,1352.7,1329.2,1338.1,1338.1,97.0,79.72,236.468,2.8,1,-0.0772,0.0,-0.010061404157727383,1338.7,1298.6733333333334,1351.7,79.68,0.0,1328.2,80.41,0.802,1262.6,80.44,-0.24695
2014-03-10,1336.0,1344.7,1330.5,1341.4,1341.4,97.0,79.75,236.468,2.79,0,0.0,0.0,0.002466183394365329,1340.1000000000001,1301.236666666667,1338.1,79.72,-0.0772,1331.6,80.29,0.0,1264.5,80.46,0.0
2014-03-11,1340.0,1352.4,1338.1,1346.5,1346.5,53.0,79.77,236.468,2.77,1,0.128,0.0,0.003801997912628474,1343.685714285714,1304.0,1341.4,79.75,0.0,1321.4,79.78,-0.296,1263.6,80.5,0.6369
2014-03-12,1349.1,1370.5,1348.7,1370.3,1370.3,58.0,79.61,236.468,2.73,0,0.0,0.0,0.017675454883030017,1346.5714285714287,1307.9766666666665,1346.5,79.77,0.128,1350.1,80.07,0.2023,1251.0,80.57,0.0
2014-03-13,1366.8,1374.5,1366.5,1372.2,1372.2,23.0,79.62,236.468,2.66,1,0.0,0.0,0.0013865576880975894,1351.4857142857143,1311.6433333333334,1370.3,79.61,0.0,1337.8,80.16,0.0,1262.2,80.51,0.0
2014-03-14,1376.1,1386.6,1371.1,1379.0,1379.0,91.0,79.44,236.468,2.65,0,0.0,0.0,0.004955545838798869,1357.0285714285715,1316.2033333333336,1372.2,79.62,0.0,1340.2,80.11,0.0,1242.2,81.09,-0.4019
2014-03-17,1386.1,1391.4,1372.2,1372.9,1372.9,29.0,79.39,236.468,2.7,0,0.0,0.0,-0.004423495286439372,1360.0571428571427,1320.6299999999999,1379.0,79.44,0.0,1351.7,79.68,0.0,1240.1,81.27,0.0
2014-03-18,1359.3,1361.8,1353.4,1359.0,1359.0,35.0,79.41,236.468,2.68,1,0.0,0.0,-0.010124553864083397,1363.042857142857,1323.9166666666667,1372.9,79.39,0.0,1338.1,79.72,-0.0772,1260.4,81.01,-0.1027
2014-03-19,1357.1,1358.0,1332.7,1341.4,1341.4,57.0,79.99,236.468,2.78,0,0.0,0.0,-0.012950699043414171,1363.0428571428572,1326.9066666666665,1359.0,79.41,0.0,1341.4,79.75,0.0,1251.7,81.12,0.0
2014-03-20,1333.7,1333.7,1325.8,1330.5,1330.5,72.0,80.21,236.468,2.79,1,0.0,0.0,-0.008125838676010244,1360.757142857143,1329.3466666666668,1341.4,79.99,0.0,1346.5,79.77,0.128,1257.3,81.03,0.0
2014-03-21,1339.1,1339.1,1335.8,1336.0,1336.0,3.0,80.11,236.468,2.75,0,0.0,0.0,0.004133784291619591,1355.857142857143,1331.9599999999998,1330.5,80.21,0.0,1370.3,79.61,0.0,1257.6,80.89,0.50935
2014-03-24,1333.0,1333.0,1310.5,1311.2,1311.2,103.0,79.93,236.468,2.74,0,0.0,0.0,-0.01856287425149694,1347.142857142857,1333.5566666666668,1336.0,80.11,0.0,1372.2,79.62,0.0,1263.3,80.69,0.0
2014-03-25,1315.5,1315.5,1307.5,1311.4,1311.4,46.0,79.94,236.468,2.75,2,0.0,0.0,0.00015253203172660434,1337.4857142857143,1334.7766666666664,1311.2,79.93,0.0,1379.0,79.44,0.0,1274.8,80.67,0.0
2014-03-26,1315.2,1315.2,1303.4,1303.4,1303.4,4.0,79.98,236.468,2.71,0,0.0,0.0,-0.006100350770169238,1327.5571428571427,1335.22,1311.4,79.94,0.0,1372.9,79.39,0.0,1290.1,80.63,0.0
2014-03-27,1294.7,1294.7,1294.7,1294.7,1294.7,185016.0,80.11,236.468,2.69,0,0.0,0.0,-0.006674850391284348,1318.3714285714286,1335.2,1303.4,79.98,0.0,1359.0,79.41,0.0,1295.3,80.68,0.0
2014-03-28,1292.2,1299.4,1285.9,1293.8,1293.8,65486.0,80.18,236.468,2.73,0,0.0,0.0,-0.0006951417316753972,1311.5714285714287,1334.98,1294.7,80.11,0.0,1341.4,79.99,0.0,1300.4,80.29,0.0
2014-03-31,1294.3,1298.8,1282.4,1283.4,1283.4,4121.0,80.1,236.468,2.73,0,0.0,0.0,-0.008038336682640201,1304.8428571428574,1333.7933333333335,1293.8,80.18,0.0,1330.5,80.21,0.0,1319.0,80.13,-0.2221
2014-04-01,1285.1,1287.9,1277.3,1279.6,1279.6,884.0,80.08,236.468,2.77,0,0.0,0.0,-0.0029608851488235333,1296.7857142857142,1332.29,1283.4,80.1,0.0,1336.0,80.11,0.0,1324.7,80.01,0.0
2014-04-02,1280.2,1294.1,1280.2,1290.5,1290.5,1099.0,80.22,236.468,2.82,1,-0.4215,0.0,0.008518286964676491,1293.8285714285714,1331.2866666666666,1279.6,80.08,0.0,1311.2,79.93,0.0,1320.6,80.17,0.0
2014-04-03,1290.8,1293.5,1282.7,1284.4,1284.4,775.0,80.47,236.468,2.8,1,0.1027,0.0,-0.004726850058116905,1289.9714285714288,1330.1966666666667,1290.5,80.22,-0.4215,1311.4,79.94,0.0,1317.1,80.29,0.0
2014-04-04,1285.5,1306.1,1284.4,1303.2,1303.2,976.0,80.42,236.468,2.74,1,0.0,0.0,0.0146371846776705,1289.9428571428573,1329.5066666666667,1284.4,80.47,0.1027,1303.4,79.98,0.0,1323.9,80.24,0.0
2014-04-07,1301.4,1304.0,1296.3,1298.0,1298.0,361.0,80.22,236.468,2.71,2,-0.0242,0.7327040466655005,-0.00399017802332724,1290.4142857142856,1328.1633333333332,1303.2,80.42,0.0,1294.7,80.11,0.0,1338.3,80.21,0.0
2014-04-08,1296.6,1314.1,1296.6,1308.7,1308.7,264.0,79.75,236.468,2.69,1,0.0,0.0,0.008243451463790574,1292.542857142857,1327.02,1298.0,80.22,-0.0242,1293.8,80.18,0.0,1343.0,80.15,0.0
2014-04-09,1309.5,1313.6,1301.1,1305.5,1305.5,191.0,79.48,236.468,2.71,0,0.0,0.0,-0.0024451746007488895,1295.7,1326.2633333333333,1308.7,79.75,0.0,1283.4,80.1,0.0,1328.2,80.41,0.802
2014-04-10,1311.8,1323.8,1311.2,1320.1,1320.1,127.0,79.38,236.468,2.65,1,-0.4019,0.0,0.01118345461508996,1301.4857142857143,1325.88,1305.5,79.48,0.0,1279.6,80.08,0.0,1331.6,80.29,0.0
2014-04-11,1319.0,1322.8,1316.3,1318.7,1318.7,76.0,79.45,236.468,2.63,1,0.0,0.0,-0.0010605257177485061,1305.5142857142857,1325.79,1320.1,79.38,-0.4019,1290.5,80.22,-0.4215,1321.4,79.78,-0.296
2014-04-14,1320.1,1330.0,1320.1,1327.2,1327.2,328.0,79.73,236.468,2.65,0,0.0,0.0,0.0064457420186547765,1311.6285714285714,1325.0266666666669,1318.7,79.45,0.0,1284.4,80.47,0.1027,1350.1,80.07,0.2023
2014-04-15,1322.7,1322.7,1291.5,1300.0,1300.0,238.0,79.8,236.468,2.64,2,-0.21075,0.2980455082701297,-0.02049427365883061,1311.1714285714284,1323.7666666666667,1327.2,79.73,0.0,1303.2,80.42,0.0,1337.8,80.16,0.0
2014-04-16,1302.7,1303.5,1295.0,1303.1,1303.1,177.0,79.82,236.468,2.65,0,0.0,0.0,0.0023846153846152074,1311.8999999999999,1322.53,1300.0,79.8,-0.21075,1298.0,80.22,-0.0242,1340.2,80.11,0.0
2014-04-17,1300.1,1303.0,1292.5,1293.4,1293.4,124.0,79.83,236.468,2.73,0,0.0,0.0,-0.007443787890414999,1309.7142857142858,1320.5866666666666,1303.1,79.82,0.0,1308.7,79.75,0.0,1351.7,79.68,0.0
2014-04-21,1290.0,1299.2,1283.8,1288.0,1288.0,100.0,79.95,236.468,2.73,0,0.0,0.0,-0.004175042523581363,1307.2142857142858,1318.9166666666667,1293.4,79.83,0.0,1305.5,79.48,0.0,1338.1,79.72,-0.0772
2014-04-22,1289.2,1291.6,1276.0,1280.6,1280.6,100.0,79.91,236.468,2.73,0,0.0,0.0,-0.005745341614906918,1301.5714285714287,1316.8899999999999,1288.0,79.95,0.0,1320.1,79.38,-0.4019,1341.4,79.75,0.0
2014-04-23,1284.3,1287.7,1282.4,1284.2,1284.2,176.0,79.86,236.468,2.7,0,0.0,0.0,0.002811182258316558,1296.642857142857,1314.813333333333,1280.6,79.91,0.0,1318.7,79.45,0.0,1346.5,79.77,0.128
2014-04-24,1284.6,1297.9,1272.4,1290.5,1290.5,522.0,79.8,236.468,2.7,1,-0.3818,0.0,0.004905777916212495,1291.3999999999999,1312.1533333333332,1284.2,79.86,0.0,1327.2,79.73,0.0,1370.3,79.61,0.0
2014-04-25,1293.8,1304.6,1293.8,1300.7,1300.7,274.0,79.77,236.468,2.68,0,0.0,0.0,0.0079039132119334,1291.5,1309.77,1290.5,79.8,-0.3818,1300.0,79.8,-0.21075,1372.2,79.62,0.0
2014-04-28,1305.4,1305.4,1293.0,1298.9,1298.9,388.0,79.68,236.468,2.7,0,0.0,0.0,-0.0013838702237256584,1290.9,1307.1,1300.7,79.77,0.0,1303.1,79.82,0.0,1379.0,79.44,0.0
2014-04-29,1295.5,1300.5,1289.1,1296.0,1296.0,904.0,79.81,236.468,2.71,1,-0.4019,0.0,-0.002232658403264365,1291.2714285714285,1304.5366666666669,1298.9,79.68,0.0,1293.4,79.83,0.0,1372.9,79.39,0.0
2014-04-30,1296.0,1296.5,1286.6,1295.6,1295.6,181.0,79.49,236.468,2.67,1,0.4019,0.0,-0.00030864197530866555,1292.357142857143,1302.4233333333334,1296.0,79.81,-0.4019,1288.0,79.95,0.0,1359.0,79.41,0.0
2014-05-01,1288.7,1288.7,1278.0,1283.1,1283.1,25.0,79.53,236.918,2.63,3,0.0,0.0,-0.0096480395183699,1292.7142857142858,1300.48,1295.6,79.49,0.4019,1280.6,79.91,0.0,1341.4,79.99,0.0
2014-05-02,1276.7,1302.7,1276.7,1302.6,1302.6,90.0,79.52,236.918,2.6,1,0.0772,0.0,0.015197568389057725,1295.3428571428572,1299.55,1283.1,79.53,0.0,1284.2,79.86,0.0,1330.5,80.21,0.0
2014-05-05,1305.6,1314.2,1305.5,1309.0,1309.0,31.0,79.49,236.918,2.63,0,0.0,0.0,0.004913250422232451,1297.9857142857143,1298.65,1302.6,79.52,0.0772,1290.5,79.8,-0.3818,1336.0,80.11,0.0
2014-05-06,1309.4,1309.4,1306.9,1308.3,1308.3,14.0,79.14,236.918,2.61,0,0.0,0.0,-0.0005347593582888388,1299.0714285714287,1298.5533333333333,1309.0,79.49,0.0,1300.7,79.77,0.0,1311.2,79.93,0.0
2014-05-07,1310.3,1312.0,1288.0,1288.6,1288.6,21.0,79.22,236.918,2.62,0,0.0,0.0,-0.015057708476649112,1297.6000000000001,1297.7933333333335,1308.3,79.14,0.0,1298.9,79.68,0.0,1311.4,79.94,0.0
2014-05-08,1291.5,1291.5,1285.5,1287.4,1287.4,65.0,79.43,236.918,2.61,3,0.3183666666666667,0.3184500327105232,-0.0009312432096847401,1296.3714285714286,1297.26,1288.6,79.22,0.0,1296.0,79.81,-0.4019,1303.4,79.98,0.0
2014-05-09,1287.3,1287.3,1287.3,1287.3,1287.3,3.0,79.9,236.918,2.62,1,0.0,0.0,-7.767593599516953e-05,1295.185714285714,1297.013333333333,1287.4,79.43,0.3183666666666667,1295.6,79.49,0.4019,1294.7,80.11,0.0
2014-05-12,1282.1,1295.9,1281.2,1295.6,1295.6,19.0,79.9,236.918,2.66,1,-0.4404,0.0,0.006447603511225086,1296.9714285714285,1297.0733333333335,1287.3,79.9,0.0,1283.1,79.53,0.0,1293.8,80.18,0.0
2014-05-13,1295.5,1295.5,1292.0,1294.6,1294.6,20.0,80.14,236.918,2.61,0,0.0,0.0,-0.0007718431614696097,1295.8285714285714,1297.4466666666667,1295.6,79.9,-0.4404,1302.6,79.52,0.0772,1283.4,80.1,0.0
2014-05-14,1292.8,1306.9,1292.8,1305.7,1305.7,25.0,80.07,236.918,2.54,0,0.0,0.0,0.008574076934960706,1295.357142857143,1298.3166666666666,1294.6,80.14,0.0,1309.0,79.49,0.0,1279.6,80.08,0.0
2014-05-15,1302.5,1302.5,1292.8,1293.5,1293.5,27.0,80.0,236.918,2.5,3,0.0,0.2732,-0.009343647085854334,1293.2428571428572,1298.4166666666667,1305.7,80.07,0.0,1308.3,79.14,0.0,1290.5,80.22,-0.4215
2014-05-16,1293.3,1293.3,1293.3,1293.3,1293.3,8.0,80.04,236.918,2.52,2,0.0,0.0,-0.00015461925009663258,1293.9142857142856,1298.7133333333334,1293.5,80.0,0.0,1288.6,79.22,0.0,1284.4,80.47,0.1027
2014-05-19,1293.7,1293.7,1293.7,1293.7,1293.7,44.0,79.99,236.918,2.54,4,0.117025,0.251544195917934,0.0003092863218125963,1294.814285714286,1298.3966666666668,1293.3,80.04,0.0,1287.4,79.43,0.3183666666666667,1303.2,80.42,0.0
2014-05-20,1290.7,1294.5,1290.1,1294.5,1294.5,8.0,80.04,236.918,2.52,1,0.3182,0.0,0.0006183813867202126,1295.8428571428572,1298.28,1293.7,79.99,0.117025,1287.3,79.9,0.0,1298.0,80.22,-0.0242
2014-05-21,1287.4,1288.0,1287.4,1288.0,1288.0,2.0,80.1,236.918,2.54,1,0.2023,0.0,-0.005021243723445368,1294.7571428571428,1297.59,1294.5,80.04,0.3182,1295.6,79.9,-0.4404,1308.7,79.75,0.0
2014-05-22,1294.2,1295.0,1294.2,1294.9,1294.9,4.0,80.25,236.918,2.56,0,0.0,0.0,0.005357142857142838,1294.8,1297.2366666666667,1288.0,80.1,0.2023,1294.6,80.14,0.0,1305.5,79.48,0.0
2014-05-23,1293.2,1293.4,1291.6,1291.6,1291.6,3.0,80.39,236.918,2.54,2,-0.1591,0.2250013777735594,-0.0025484593404897504,1292.7857142857142,1296.2866666666666,1294.9,80.25,0.0,1305.7,80.07,0.0,1320.1,79.38,-0.4019
2014-05-27,1291.9,1291.9,1265.4,1265.4,1265.4,25.0,80.35,236.918,2.52,0,0.0,0.0,-0.02028491793124787,1288.7714285714285,1294.51,1291.6,80.39,-0.1591,1293.5,80.0,0.0,1318.7,79.45,0.0
2014-05-28,1259.3,1259.3,1259.3,1259.3,1259.3,168825.0,80.57,236.918,2.44,0,0.0,0.0,-0.0048206100837681065,1283.9142857142856,1292.2466666666667,1265.4,80.35,0.0,1293.3,80.04,0.0,1327.2,79.73,0.0
2014-05-29,1258.3,1260.6,1250.9,1256.3,1256.3,38045.0,80.49,236.918,2.45,1,-0.0516,0.0,-0.002382275867545469,1278.5714285714287,1290.79,1259.3,80.57,0.0,1293.7,79.99,0.117025,1300.0,79.8,-0.21075
2014-05-30,1255.1,1259.6,1241.8,1245.6,1245.6,3839.0,80.37,236.918,2.48,1,0.0,0.0,-0.008517073947305609,1271.5857142857142,1288.8733333333332,1256.3,80.49,-0.0516,1294.5,80.04,0.3182,1303.1,79.82,0.0
2014-06-02,1250.0,1250.7,1240.9,1243.7,1243.7,774.0,80.64,236.918,2.54,0,0.0,0.0,-0.0015253692999356305,1265.2571428571428,1287.2166666666667,1245.6,80.37,0.0,1288.0,80.1,0.2023,1293.4,79.83,0.0
2014-06-03,1244.1,1247.5,1240.5,1244.3,1244.3,654.0,80.55,236.918,2.6,2,0.0,0.0,0.0004824314545308628,1258.0285714285715,1285.7599999999998,1243.7,80.64,0.0,1294.9,80.25,0.0,1288.0,79.95,0.0
2014-06-04,1245.1,1248.8,1242.7,1244.0,1244.0,604.0,80.67,236.918,2.61,0,0.0,0.0,-0.00024109941332473017,1251.2285714285713,1284.54,1244.3,80.55,0.0,1291.6,80.39,-0.1591,1280.6,79.91,0.0
2014-06-05,1244.0,1256.6,1241.2,1253.0,1253.0,1317.0,80.37,236.918,2.59,3,-0.1204,0.2085389172312928,0.007234726688102988,1249.457142857143,1283.5,1244.0,80.67,0.0,1265.4,80.35,0.0,1284.2,79.86,0.0
2014-06-06,1253.4,1256.6,1246.3,1252.1,1252.1,381.0,80.41,236.918,2.6,1,-0.2732,0.0,-0.0007182761372706015,1248.4285714285713,1282.2200000000003,1253.0,80.37,-0.1204,1259.3,80.57,0.0,1290.5,79.8,-0.3818
